6,2
3,2
1,2
19,1
9,1
59,0
96,0
16,2
54,0
55,1
100,0
2,0
1,2
9,2
4,0
0,0
15,0
4,2
1,2
4,2
14,0
21,0
24,1
1,2
8,2
4,2
1,2
7,2
18,1
0,0
11,1
20,2
17,2
9,1
32,2
0,0
6,2
18,1
12,0
12,1
2,2
9,2
25,1
18,0
11,2
10,2
0,0
9,0
1,2
83,1
15,2
7,0
1,2
17,2
36,0
2,0
5,2
0,0
8,2
4,0
0,0
2,0
46,2
1,2
8,2
13,2
27,1
22,2
59,2
50,2
0,1
30,0
2,0
9,0
19,1
8,2
5,2
0,2
29,0
2,1
19,1
6,0
9,0
2,0
4,2
0,0
14,2
12,2
32,0
3,2
5,2
3,2
16,0
19,2
10,0
6,1
2,0
0,0
0,0
63,1
0,0
7,0
0,0
24,0
6,0
9,0
9,2
6,2
14,0
6,2
3,2
12,1
8,2
34,2
2,0
4,2
16,0
46,1
10,0
4,0
0,0
3,0
14,0
3,0
4,2
5,0
34,0
3,0
94,0
11,2
3,2
2,0
45,0
4,2
4,2
51,2
4,0
2,0
3,0
34,1
25,0
10,0
6,0
9,2
23,2
0,0
5,2
50,2
3,0
14,2
6,0
20,0
15,0
15,2
1,0
10,1
4,2
2,0
5,1
7,2
1,0
27,0
10,1
2,2
94,0
21,1
2,0
0,0
5,0
2,2
21,1
6,0
2,2
19,2
0,0
53,1
7,2
11,2
2,2
33,0
3,0
8,2
0,0
58,2
5,0
2,2
22,0
17,2
2,0
4,2
10,2
0,0
14,0
42,1
7,0
12,2
12,2
14,1
40,2
0,0

