23,0
0,0
2,2
35,0
2,0
17,2
1,2
8,2
5,0
8,0
62,2
15,0
0,0
1,2
35,2
19,2
0,0
6,0
14,0
0,0
5,1
14,2
23,2
0,0
0,0
6,0
1,2
4,2
1,2
18,0
0,0
1,2
5,0
8,2
0,0
7,0
9,2
22,1
1,2
9,2
10,0
15,1
9,2
32,2
2,2
10,0
21,1
2,0
64,0
0,2
18,0
22,2
2,0
27,0
0,0
4,2
72,2
0,0
7,2
1,0
6,0
3,2
14,1
30,0
0,0
9,2
4,2
45,2
7,2
4,2
24,2
0,0
1,0
1,0
2,0
82,1
63,2
0,0
2,2
2,2
8,2
14,1
0,0
5,0
0,0
4,2
25,1
7,2
15,2
17,2
10,0
1,0
21,2
18,1
0,0
37,2
10,2
6,0
53,0
15,2
25,0
4,0
2,0
2,2
19,2
40,0
4,0
15,0
5,2
10,2
4,2
17,2
20,2
7,2
3,0
22,2
18,2
15,2
12,1
13,1
10,2
7,0
3,2
7,0
29,0
18,2
0,0
7,2
2,2
10,1
18,0
0,1
1,0
2,2
12,0
38,2
4,2
0,0
3,2
1,2
10,2
6,2
5,0
0,0
3,0
2,0
11,0
32,1
8,0
7,0
2,0
17,1
25,2
68,2
15,1
5,2
10,1
3,0
2,0
4,0
17,2
21,2
13,0
3,0
7,2
1,0
0,0
6,0
28,0
24,1
4,0
24,2
3,0
9,1
2,0
9,0
10,0
14,0
2,2
25,0
5,0
16,0
10,0
1,2
1,2
7,2
9,2
19,1
6,2
3,2
1,2
10,0
1,2
4,1
0,0
13,0
12,2
7,0
7,1
11,2

