0.9036,0.93725,14,0
0.97555,0.9851,26,0
0.9908,0.99345,1,2
0.9405,0.9577,39,2
0.9931,0.99355,0,0
0.91385,0.93435,6,2
0.99495,0.99305,1,2
0.9272,0.9213,5,2
0.91795,0.9093,4,2
0.9724,0.97235,6,0
0.9789,0.9928,13,2
0.9042,0.901,0,0
0.8906,0.87415,2,2
0.96775,0.979,8,2
0.97465,0.9587,2,2
0.9282,0.95205,4,2
0.9602,0.97105,1,2
0.9819,0.99495,2,0
0.94875,0.91195,14,0
0.9122,0.905,1,2
0.97835,0.99225,25,1
0.98525,0.9877,1,0
0.9301,0.9492,4,2
0.97945,0.97435,18,0
0.93675,0.9572,5,2
0.9792,0.9769,0,0
0.99375,0.9775,5,1
0.87685,0.88105,2,0
0.95825,0.9658,0,0
0.91155,0.9072,1,0
0.9382,0.945,8,2
0.98995,0.9917,4,2
0.9525,0.9561,5,2
0.9895,0.984,19,2
0.94705,0.944,11,0
0.98785,0.99235,1,2
0.92665,0.92595,0,0
0.9894,0.9855,16,2
0.9144,0.9333,27,0
0.90605,0.89095,5,2
0.8801,0.89675,5,2
0.9483,0.9835,9,0
0.992,0.9899,0,0
0.9281,0.9855,12,1
0.9939,0.96065,15,0
0.958,0.96215,4,0
0.99425,0.99605,2,2
0.91635,0.8959,2,2
0.9672,0.97025,5,2
0.89305,0.89915,6,0
0.8939,0.90595,4,2
0.8955,0.8874,3,0
0.89885,0.88625,3,2
0.93285,0.93575,2,2
0.9844,0.98645,6,2
0.9879,0.98985,1,0
0.9704,0.99515,18,0
0.9804,0.99275,35,2
0.9091,0.9072,11,0
0.99375,0.98485,6,2
0.98765,0.9746,6,0
0.975,0.906,37,0
0.9507,0.90505,12,0
0.9499,0.95685,9,0
0.96745,0.96475,1,2
0.8994,0.893,12,0
0.91925,0.98785,48,0
0.9882,0.9233,43,2
0.9658,0.97755,46,1
0.9967,0.99615,18,1
0.94975,0.98575,19,0
0.9886,0.9851,4,0
0.9314,0.8865,6,2
0.9908,0.99075,15,2
0.92715,0.93875,12,2
0.9636,0.9728,15,0
0.986,0.98445,0,0
0.9246,0.91885,3,2
0.9323,0.95155,1,2
0.9173,0.98185,41,0
0.98315,0.98725,1,0
0.96465,0.98265,11,0
0.9914,0.99315,1,2
0.93875,0.95415,20,0
0.90505,0.88355,4,0
0.92505,0.9359,1,2
0.92575,0.94025,18,2
0.969,0.9787,1,2
0.9595,0.94885,4,0
0.88195,0.8797,0,0
0.9849,0.9864,14,0
0.94845,0.97525,12,1
0.96665,0.96965,1,0
0.9916,0.99275,0,1
0.98925,0.99285,3,0
0.92975,0.9364,1,2
0.9231,0.9666,40,1
0.9565,0.944,27,1
0.91295,0.89435,11,2
0.9855,0.9785,27,0
0.98105,0.98315,1,2
0.98335,0.9716,1,0
0.9053,0.91505,1,2
0.9786,0.98705,2,0
0.981,0.9898,27,0
0.91605,0.90805,0,0
0.9819,0.9841,2,0
0.9261,0.927,1,2
0.9897,0.9879,0,0
0.975,0.98375,8,2
0.9947,0.99565,3,2
0.9903,0.98955,6,2
0.9956,0.9924,14,0
0.98635,0.98755,3,2
0.98595,0.9938,17,2
0.97725,0.98335,42,0
0.98125,0.9883,6,1
0.98155,0.9757,7,2
0.91545,0.89955,16,0
0.97315,0.99455,4,0
0.9481,0.9774,15,0
0.92945,0.986,37,1
0.9562,0.9185,12,0
0.9175,0.93695,14,0
0.97075,0.9881,5,2
0.9906,0.9922,3,2
0.98635,0.97625,6,2
0.98395,0.9835,0,0
0.9855,0.99255,5,0
0.93275,0.95205,11,0
0.9869,0.9912,3,2
0.98935,0.99115,9,1
0.99115,0.9919,2,2
0.9484,0.9894,55,0
0.92605,0.9159,9,0
0.9332,0.9394,12,0
0.9171,0.967,3,2
0.94295,0.96025,3,2
0.99275,0.99215,4,2
0.989,0.99345,6,2
0.98025,0.9746,0,0
0.97155,0.9894,9,1
0.89565,0.88635,2,0
0.96825,0.99415,10,2
0.9108,0.9039,5,2
0.91215,0.92095,0,0
0.88475,0.88185,4,2
0.9923,0.9919,0,0
0.9921,0.9916,0,0
0.97635,0.96695,4,0
0.97615,0.98635,1,2
0.9811,0.98305,13,0
0.91615,0.88905,5,1
0.9803,0.98535,3,0
0.90615,0.9276,2,0
0.9914,0.99275,0,0
0.9742,0.9516,8,1
0.91795,0.9106,1,2
0.99035,0.9916,12,2
0.9298,0.89345,5,1
0.9853,0.9878,14,2
0.9881,0.9929,2,2
0.91135,0.925,12,0
0.98065,0.9823,3,2
0.98575,0.9855,10,2
0.9944,0.9945,0,0
0.99275,0.99405,2,0
0.8962,0.9428,17,2
0.9869,0.9833,27,1
0.90305,0.8937,2,2
0.94965,0.90935,17,1
0.99105,0.99585,7,2
0.99045,0.98375,14,0
0.9527,0.98425,7,2
0.93695,0.98145,11,0
0.9917,0.9761,8,0
0.93985,0.93795,100,0
0.9876,0.9876,0,0
0.9779,0.98425,8,0
0.9943,0.99535,0,0
0.9205,0.93585,3,0
0.94945,0.92075,3,2
0.89675,0.8771,4,1
0.8844,0.9226,21,2
0.93415,0.95295,15,1
0.9786,0.9845,4,2
0.9913,0.99415,40,1
0.99295,0.99375,0,0
0.9127,0.91375,0,0
0.9808,0.97345,45,0
0.99345,0.99115,97,0
0.8815,0.88855,0,0
0.99455,0.9853,8,0
0.985,0.9861,22,2
0.98995,0.99225,0,0
0.9662,0.98385,20,1
0.9724,0.9772,1,2
0.92115,0.9363,9,1
0.89835,0.9721,60,2
0.953,0.9826,20,0
