2,2
0,0
0,0
0,0
6,0
13,0
0,0
0,0
1,2
12,1
19,2
2,2
0,0
0,0
97,0
1,2
10,0
5,2
11,2
0,0
3,0
1,2
7,2
2,2
3,2
11,0
1,2
5,2
4,0
5,2
3,2
4,1
6,2
4,0
3,2
10,2
34,0
12,1
1,0
35,2
6,0
11,0
2,0
7,2
7,0
4,2
9,2
0,0
45,2
4,2
0,0
2,0
2,2
3,2
14,1
0,0
26,0
5,0
1,2
2,0
1,2
16,0
2,2
0,0
5,2
9,2
0,0
4,2
0,0
1,2
11,0
21,2
3,2
61,2
2,2
7,0
2,2
27,0
2,0
1,2
12,0
13,0
4,2
0,0
0,0
8,0
1,2
1,2
3,0
21,2
1,2
1,2
6,1
58,2
1,0
0,0
6,2
2,0
3,2
1,2
24,0
8,2
2,0
1,2
0,0
6,0
2,0
2,0
0,0
3,2
5,2
25,2
1,2
1,2
0,0
18,0
2,2
1,2
0,0
3,2
6,0
2,0
7,2
15,2
4,2
0,0
0,0
11,2
26,2
10,1
6,2
1,2
0,0
3,1
8,2
4,2
8,2
22,0
5,0
2,0
10,2
14,1
3,2
2,2
6,0
3,2
0,0
39,0
6,2
24,1
3,2
0,0
1,2
5,2
1,2
4,0
1,2
19,2
1,2
1,2
2,2
0,0
1,2
99,0
8,0
2,0
1,2
2,0
0,0
2,2
6,2
0,0
6,1
3,2
0,0
3,2
11,1
1,2
0,0
3,0
12,2
0,0
3,0
47,0
1,2
13,1
7,2
47,0
0,0
3,2
2,2
9,1
1,2
12,2
7,2
5,0
8,2
1,2
21,1
2,2

