4,2
51,2
3,2
1,0
3,0
7,0
3,0
0,0
5,0
8,2
2,2
10,1
14,2
4,2
3,2
4,2
0,0
8,2
12,0
6,0
12,2
19,0
2,2
9,2
13,2
7,0
7,0
1,2
2,0
9,0
5,0
5,2
5,2
2,2
0,0
5,2
20,2
6,2
4,0
11,1
5,0
5,2
10,0
1,2
12,0
11,0
1,2
1,0
6,2
11,0
1,0
22,0
6,0
28,0
0,0
2,2
14,1
4,2
22,2
2,2
2,0
44,1
2,0
5,0
14,0
2,1
25,2
1,2
28,1
1,2
5,2
19,0
0,0
3,1
4,0
2,2
1,0
16,2
4,0
13,1
8,0
3,0
0,0
3,0
6,1
0,0
2,2
12,0
7,0
3,2
3,2
26,1
3,0
3,0
23,0
98,2
3,2
7,0
0,0
8,0
12,0
5,2
1,2
2,2
3,2
1,2
51,1
9,2
29,0
0,0
25,1
0,0
0,0
2,2
19,2
1,2
16,2
2,0
3,2
4,0
16,0
3,2
1,2
1,2
1,2
5,2
30,0
6,2
0,0
46,0
0,0
3,2
1,0
4,0
10,2
31,2
1,2
13,0
1,0
3,2
1,2
12,2
17,2
18,2
21,2
1,2
2,2
7,0
8,0
2,2
12,0
8,1
26,2
2,2
1,2
24,2
0,0
2,2
3,2
6,2
13,0
32,2
4,2
6,2
24,2
3,2
2,0
1,2
3,0
12,1
0,0
5,0
6,1
2,2
2,2
0,0
14,2
16,2
3,2
11,0
9,1
0,0
1,2
0,0
29,2
0,0
7,0
12,0
5,2
0,0
3,0
9,2
2,2
1,2
0,0
4,0
2,1
1,2
0,0
7,1

