5,0
7,0
0,0
11,2
15,1
3,0
12,2
1,0
5,2
0,0
13,1
1,2
1,2
4,0
1,2
32,1
3,0
3,2
14,2
1,2
2,0
3,2
1,2
0,0
8,0
5,2
7,2
0,0
1,2
0,0
4,0
12,2
5,2
1,0
7,0
4,1
1,2
3,0
10,2
6,1
2,2
0,0
5,1
2,2
0,0
2,0
20,2
0,0
2,2
7,2
0,0
29,1
2,2
2,2
2,0
2,2
0,0
4,0
99,1
6,2
0,0
2,2
8,1
12,0
4,1
2,2
8,2
28,1
0,0
1,2
2,2
100,0
0,0
1,2
6,2
9,0
2,2
2,0
8,2
0,0
7,2
1,2
12,1
6,0
5,0
2,1
3,0
3,2
6,2
11,0
0,0
1,2
21,2
3,0
2,2
3,2
4,0
0,0
3,0
1,0
6,0
12,2
0,0
1,2
1,2
0,0
1,2
0,0
2,2
5,0
2,2
0,0
12,2
10,2
1,2
0,0
18,0
2,0
17,0
4,1
1,2
3,1
1,1
6,2
23,1
0,0
0,0
2,2
4,0
5,2
1,2
5,2
0,0
0,0
12,1
0,0
6,0
5,2
0,0
1,1
3,2
13,0
10,0
15,1
0,0
0,0
9,2
5,2
2,1
2,0
10,2
1,2
6,1
3,0
4,2
2,2
3,2
12,2
0,0
3,2
1,2
16,2
4,2
11,0
6,0
98,0
6,0
3,0
16,2
1,2
0,0
2,2
3,2
1,2
4,2
19,0
3,2
2,2
5,2
0,0
5,2
39,2
4,2
0,0
12,2
12,2
0,0
5,1
6,1
2,0
4,0
0,0
3,2
0,0
12,2
6,0
4,0
0,0
3,0
1,2

