5,2
12,2
1,2
14,0
0,0
1,2
1,2
2,2
14,2
3,1
2,0
12,2
2,0
0,0
6,1
9,2
2,2
3,2
7,2
10,2
0,0
2,2
1,2
86,0
3,0
0,0
1,2
0,0
3,2
0,0
3,0
0,0
1,2
3,2
0,0
3,1
4,2
2,2
0,0
1,2
0,0
4,2
17,2
0,0
12,2
20,1
3,0
0,0
1,2
67,0
3,0
0,0
0,1
3,2
0,0
10,0
7,2
5,2
2,0
18,2
1,2
1,2
3,2
7,2
11,0
2,2
4,2
2,2
2,0
0,0
5,1
9,1
5,2
1,0
5,2
2,2
1,2
0,0
7,2
0,0
3,2
0,0
27,2
0,0
7,0
0,0
6,1
2,0
3,2
3,2
0,0
2,2
0,0
4,2
5,2
6,1
5,2
4,2
3,2
17,0
3,0
2,0
1,2
0,0
0,0
5,0
19,2
2,2
2,2
1,2
2,2
0,0
1,2
1,0
0,0
3,2
6,2
0,0
1,0
0,0
2,0
0,0
10,1
1,2
9,0
3,2
6,2
0,0
4,0
4,0
5,0
8,2
10,2
0,0
12,2
4,2
0,0
0,0
0,0
1,2
7,2
0,0
9,2
0,0
6,0
1,2
8,1
2,2
8,2
1,0
1,2
0,0
1,2
2,2
3,2
9,2
0,0
19,2
0,0
0,0
0,0
26,2
0,0
1,2
2,1
0,0
2,2
11,0
2,2
1,2
3,0
9,1
3,2
6,2
0,0
4,2
4,0
11,1
0,0
1,2
0,0
2,2
2,1
2,2
4,2
6,0
3,2
2,2
5,2
5,2
10,1
29,0
4,0
3,2
0,0
7,0
0,0
4,2
18,2
0,0

